Description,Data.Sugar Total,Data.Water,Data.Vitamins.Vitamin K
"CEREALS RTE,KRAFT,POST FRUIT&FIBRE DATES,RAISINS&WALNUTS CRL",29.79999924,8.5,0
"CEREALS RTE,KRAFT,POST GOLDEN CRISP CRL",53.90000153,2.9,0
"CEREALS RTE,KRAFT,POST GRAPE-NUTS FLAKES",17.60000038,3.2,0
"CEREALS RTE,KRAFT,POST GREAT GRAINS CRUNCHY PECAN CRL",15.30000019,5.8,0
"CEREALS RTE,KRAFT,POST GREAT GRAINS RAISIN,DATE&PECAN CRL",24.60000038,8.7,0
"CEREALS RTE,KRAFT,POST HONEY BUNCHES OF OATS W/ALMONDS CRL",21,3,0
"CEREALS RTE,KRAFT,POST HONEYCOMB CRL",38.29999924,1.5,0
"CEREALS RTE,KRAFT,POST OREO O'S CRL",42.40000153,2.5,0
"CEREALS RTE,KRAFT,POST TOASTIES CORN FLAKES",6.5,3.5,0
"CEREALS RTE,KRAFT,POST FRSTD SHREDDED WHEAT BITE SIZE CRL",22.29999924,6,0
"CEREALS RTE,KRAFT,POST THE ORIGINAL SHREDDED WHEAT 'N BRAN",1,4.5,0
"CEREALS RTE,KRAFT,POST THE ORIGIN SHREDDED WHEAT SPOON SIZE",0.899999976,4.1,0
"CEREALS RTE,KRAFT,POST 100% BRAN CRL",24.39999962,2.8,0
"CEREALS RTE,GENERAL MILLS,MULTI-BRAN CHEX",20.69000053,2.5,0.4
"CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH",40.65000153,1.25,0.8
"CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH",41.29999924,1.56,1.1
"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",9,3.4,0
"CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES",45.70000076,1.5,0.2
"CEREALS,RTE,MALT-O-MEAL,TOASTY O'S",3.900000095,2,2.5
"CEREALS RTE,QUAKER,MOTHER'S PNUT BUTTER BUMPERS CRL",29.51000023,2.5,0
"CEREALS RTE,QUAKER,MOTHER'S TSTD OAT BRAN CRL,BROWN SUGAR",15.5,4,0
"CEREALS RTE,QUAKER,MOTHER'S CINN OAT CRUNCH",25.06999969,2.5,0
"CEREALS RTE,QUAKER,MOTHER'S GROOVY GRAHAMS",44.81999969,2.5,0
"CEREALS RTE,QUAKER,MOTHER'S COCOA BUMPERS",41.84000015,2.5,0
"CEREALS RTE,QUAKER,FRUITY BRONTOSAURUS BLASTS,BAGGED CRL",43.95000076,2.5,0
"CEREALS RTE,QUAKER,CRISPY CORN PUFFS CRL",20.35000038,2.5,0
"CEREALS RTE,QUAKER,FRSTD OATS",37.49000168,2.5,0
"CEREALS RTE,QUAKER,OATMEAL CRL,BROWN SUGAR BLISS",0,2.5,0
"CEREALS RTE,QUAKER,HONEY GRAHAM BAGGED CRL",38.36999893,2.5,0
"CEREALS RTE,QUAKER,TSTD OATS/OATMMM'S",7.989999771,3.5,0
"CEREALS RTE,QUAKER,KRETSCHMER TSTD WHEAT BRAN",0,11.72,0
"CEREALS RTE,QUAKER,CINN CRUNCH BAGGED CRL",0,2.5,0
"CEREALS RTE,QUAKER,KRETSCHMER WHEAT GERM,REG",0,4.78,0
"CEREALS RTE,GENERAL MILLS,PARA SU FAMILIA RAISIN BRAN",20,8.14,0
"CEREALS RTE,KELLOGG,KELLOGG'S,CRISPIX CINN CRUNCH",30.39999962,3,0.9
"CEREALS RTE,KELLOGG,KELLOGG'S CRUNCHEROOS",4.400000095,3,0
"CEREALS RTE,KELLOGG,KELLOGG'S MARSHMLLW FROOT LOOPS",53,2.5,0.7
"CEREALS RTE,KELLOGG,KELLOGG'S PUFFED WHEAT",0,4,0
"CEREALS RTE,KELLOGG,KELLOGG'S,RAISIN BRAN CRUNCH",37.70000076,5.3,1.3
"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",32.20000076,3,0.6
"CEREALS RTE,KELLOGG,KELLOGG'S SHREDDED WHEAT MINIATURES",2,5,0
"CEREALS RTE,KASHI GOLEAN CRUNCH! BY KELLOGG",24.60000038,4,6.5
"CEREALS RTE,KASHI HEART TO HEART,HONEY TSTD OAT",14,2.8,1.9
"CEREALS RTE,PUFFED KASHI BY KELLOGG",3.200000048,3,3.1
"CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS",23,3,2
"CEREALS RTE,KASHI GOOD FRIENDS BY KELLOGG",17,2,2.9
"CEREALS RTE,KASHI GOLEAN BY KELLOGG",12,2.2,2.5
"CEREALS RTE,QUAKER,MOTHER'S HONEY ROUNDUP",35.68000031,2.5,0
"CEREALS RTE,QUAKER,HONEY NUT OATS",38.63999939,2.5,0
"CEREALS RTE,QUAKER,HONEY CRISP CORN FLAKES",0,2.5,0
"CEREALS RTE,GENERAL MILLS,HARMONY",24,2.83,0.5
"CEREALS RTE,QUAKER,CRANBERRY MACADAMIA NUT CRL",28.72999954,4.26,0
"CEREALS RTE,QUAKER,FRUITY OCEAN ADVENTURE BAGGED CRL",43.11000061,2.5,0
"CEREALS,QUAKER,QUICK OATS,DRY",1.419999957,9.37,3.2
"CEREALS RTE,MALT-O-MEAL,APPL CINN TOASTY O'S",41.20000076,1.9,1.8
"CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES",37.40000153,2.1,0.1
"CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY",33.70000076,6.56,2
"CERLS,QUKR,INST OTML,DNSR EGS W/ ""DNSR BNS"",BRN SGR CINN,DRY",39,6.04,1.9
"CEREALS,QUAKER,INST OATMEAL,FRENCH VANILLA FLAVOR,DRY",29.59000015,6.88,2
"CEREALS,QUAKER,INST OATMEAL,BKD APPL,DRY",34.79999924,6.28,2.3
"CEREALS,QUAKER,INST OATMEAL EXPRESS,GOLDEN BROWN SUGAR,DRY",32.45000076,6.6,3.7
"CEREALS,QUAKER,INST OATMEAL,TREASURE HUNT,DRY",36.16999817,7.06,4
"CEREALS,QUAKER,INST OATMEAL,HONEY NUT,DRY",29.92000008,6.46,2
"CEREALS,QUAKER,INST OATMEAL,BANANA BREAD,DRY",30.46999931,6.68,1.6
"CEREALS,QUAKER,INST OATMEAL EXPRESS,BKD APPL,DRY",34.56999969,6.35,5.4
"CEREALS,QUAKER,INST OATMEAL EXPRESS CINN ROLL,DRY",30.98999977,6.77,2.1
"CEREALS,QUAKER,INST OATMEAL,NUTR FOR WOMEN,VANILLA CINN,DRY",29.44000053,6.47,2.1
"CEREALS,QUAKER,INST OATMEAL,NUTR FOR WOMEN,GLDN BRWN SGR,DRY",27.95999908,6.52,2.1
"CEREALS,QUAKER,INST OATMEAL,NUTR FOR WOMEN,APPL SPICE,DRY",34,5.99,2.4
"CEREALS,QUAKER,INST OATMEAL,CINN SPICE,PREP W/ BOILING H2O",9.420000076,73.8,0.5
"CLS,QKR,INSTOAT,DIN EGSW/ DINBNS,BRNSGRCINN,PRP W/ BOIL H2O",11.56999969,72.05,0.6
"CEREALS,QUAKER,INST OATMEAL,FRENCH VANILLA,PREP W/ BOIL H2O",7.880000114,75.13,0.5
"CEREALS,QUAKER,INST OATMEAL,BKD APPL,PREP W/ BOILING H2O",8.779999733,76.27,0.6
"CEREALS,QUAKR,INST OATMEAL,TREASURE HUNT,PREP W/ BOILING H2O",10.27000046,73.53,1.1
"CEREALS,QUAKER,INST OATMEAL,HONEY NUT,PREP W/ BOILING H2O",7.96999979,75.02,0.5
"CEREALS,QUAKR,INST OATMEAL,EXPR BKD APPL,PREP W/ BOILING H2O",10.81999969,70.61,1.7
"CEREALS,QUAKER,INST OATMEAL, CINN ROLL,PREP W/ BOILING H2O",9.699999809,70.75,0.7
"CRLS,QUAKR INST OTML,NUTR FOR WMN,VNLA CINN,PREP W/ BOIL H2O",8.100000381,74.19,0.6
"CEREALS,QKR,INST OATMEAL,FOR WOMEN,BRSUGR,PREP W/H2O",7.820000172,73.79,0.6
"CERLS,QUKR,INST OATML,NUTR FOR WMN,APL SPCE,PREP W/ BOIL H2O",9.659999847,73.23,0.7
"CERLS,QUKR,INST OATML,EXPR,GLDN BRN SUGR,PREP W/ BOIL H2O",10.15999985,70.69,1.2
"CEREALS RTE,UNCLE SAM CRL",1.559999943,4.43,1.8
"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY",36.31000137,8.23,2.4
"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,PREP",9.670000076,75.49,0.6
"CERLS,QUAKER,INST GRIT PRDCT W/ RDEYE GRVY&IMITN HAM BIT,DRY",0,7.13,0
"CEREALS,QUAKER,MOTHER'S INST OATMEAL (NON-FORTIFIED),DRY",1.419999957,11.5,0
"CERLS,QUKR,INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR,DRY",2.269999981,6.96,0
"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",2.00999999,6.8,0
"CEREALS,QUAKER,INST GRITS PRODUCT--HAM 'N' CHS",0,6.82,0
"CEREALS RTE,KELLOGG'S,FRUIT HARVEST APPL CINN",37,3,1.1
"CEREALS RTE,KELLOGG'S,FRUIT HARVEST PEACH/STRAWBERRY",30,3,0.8
"CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY",34,3,1.6
"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",24,6,1.4
"CEREALS RTE,KELLOGG'S,TONY'S CINN KRUNCHERS",36,3,2.9
"CEREALS RTE,KASHI,CINNA-RAISIN CRUNCH BY KELLOGG",25,5,3.1
"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT",13.39999962,3.9,0
"CEREALS RTE,KASHI ORGANIC PROMISE STRAWBERRY FIELDS",29.29999924,2.4,0
"CEREALS RTE,KASHI,SEVEN IN THE MORNING BY KELLOGG",5,3,2.2
"CEREALS RTE,KELLOGG,SCOOBY-DOO! BERRY BONES",37,2.9,0.7
"CEREALS RTE,KASHI ORGANIC PROMISE CRANBERRY SUNSHINE",25,3,0
"CEREALS RTE,KELLOGG'S,RED SUGAR FROOT LOOPS",31.5,2.5,1
"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",27,3,0.2
"CEREALS RTE,KELLOGG'S,FRUIT HARVEST BANANA BERRY",29,3,1.6
"CEREALS RTE,KELLOGG'S,SPL K LO CARB LIFESTYLE PROT PLUS",6.699999809,3,12.4
"CEREALS RTE,KELLOGG'S,CORN FLAKES W/ REAL BANANAS",25,3,0.8
"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS",37.40000153,1.88,0.7
"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",51.34000015,2.76,1.1
"CEREALS RTE,MALT-O-MEAL HONEY GRAHAM CRL",31.03000069,3.6,1
"CEREALS RTE,MALT-O-MEAL,PUFFED WHEAT CRL",1.100000024,2.1,2
"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL",30.29999924,8.5,1.9
"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",35.40000153,1.1,4.8
"CEREALS RTE,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY",0.699999988,9.7,0
"CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY",35.59999847,5.9,0
"CEREALS RTE,MALT-O-MEAL,HI FIBER BRAN FLAKES",19.5,2.5,1.6
"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL",38.72999954,1.9,1.9
"CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL",0.800000012,0.6,0.1
"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",42.90000153,2.2,0.6
"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS",34.79999924,2.4,5.2
"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",45.20000076,1.5,0.4
"CEREALS RTE,MALT-O-MEAL,CORN FLAKES",7.800000191,3,0.3
"CEREALS RTE,MALT-O-MEAL,FRSTD WHL WHEAT CRL",17.89999962,4.4,0
"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES",42.59999847,1.2,0.2
"CEREALS RTE,NATURE'S PATH,OPTIMUM",29.09000015,3.67,2.3
"CEREALS RTE,NATURE'S PATH,OPTIMUM SLIM",18.18000031,4.07,13.5
"CEREALS RTE,RALSTON ENR BRAN FLAKES",17.17000008,2.53,2.7
"CEREALS RTE,RALSTON CORN BISCUITS",9.510000229,3.59,0
"CEREALS RTE,RALSTON CORN FLAKES",7.840000153,3.31,0
"CEREALS RTE,RALSTON CRISPY HEXAGONS",9.569999695,4.07,0
"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",10.35000038,3.78,0
"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)",8.350000381,3.85,0
MILK & CRL BAR,45.97000122,8.69,2.5
"CEREALS,MALT-O-MEAL,PLN,PREP W/ H2O,WO/ SALT",0.129999995,89.51,0
"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",2.809999943,89.15,0
"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",50,2.34,0
"CEREALS RTE,GENERAL MILLS,FRSTD CHEX",33.33000183,2.2,0.3
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,TRIPLE BERRY",29.09000015,2.56,0
"CEREALS RTE,GENERAL MILLS,PNUT BUTTER COOKIE CRISP",43.33000183,2.75,0
"CEREALS RTE,GENERAL MILLS MILLS PNUT BUTTER TOAST CRUNCH",43.33000183,2.1,2.6
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN YOGURT BITES",13,2.32,0
"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES",31,2.9,0
"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",11,1.8,0
"CEREALS RTE,KELLOGG,CRAN-VANILLA CRUNCH",33,3.5,0
"CEREALS RTE,KELLOGG,EGGO CRUNCH CRL,MAPLE FLAV",40,2.5,0
"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE VANILLA",24,6,0
"CEREALS RTE,KELLOGG,MARSHMLLW FROOT LOOPS,RAINBOW BREEZE",53,2.5,0
"CEREALS RTE,KELLOGG,ROBOTS",38,3,0
"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART,ORIGINAL",28,3.5,0
"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART, BRN SUGAR",28,3.5,0
"CEREALS RTE,KELLOGG,SMORZ",43,2.7,1.3
"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",33,3,1.8
"CEREALS RTE,KELLOGG,SPONGEBOB SQUAREPANTS",42,2.75,0
"CEREALS RTE,KELLOGG,STAR WARS",43,2.9,0
"CEREALS RTE,KELLOGG,TIGER POWER",25.5,2.5,0
"CEREALS RTE,KELLOGG,TSTD HONEY CRUNCH",32,3,0
"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE",41,2.5,0
"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG",8.600000381,3.4,0
"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY",22,3,0
"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST",16.5,5.9,0
"CEREALS RTE,KASHI MIGHTY BITES,CINN CRL",16,2.8,0
"CEREALS RTE,KASHI MIGHTY BITES,HONEY CRUNCH CRL",17,2.8,0
"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY",23.5,6,0
"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",28,2.3,0.4
"CEREALS,RTE,KRAFT,POST SELECTS CRANBERRY ALMOND CRUNCH",25.88999939,6,3.7
"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",26.61000061,2.58,0
RICE & WHEAT CRL BAR,31.79999924,7.5,1.2
"CEREALS RTE,QUAKER,PNUT BUTTER CHOCOLATEY CRUNCH CRL",32.52999878,2.5,0
"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",23.76000023,2.5,0
"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",23.12000084,4.3,0
"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",44.06999969,2.5,0
"CEREALS RTE,QUAKER,QUAKER LIFE VANILLA YOGURT CRUNCH CRL",22.09000015,3.98,0
"CEREALS RTE,QUAKER,SUPERMAN LIFE CRL",23.87999916,3.94,0
"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST",33.33000183,2.23,1.7
"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",24.5,2.6,2
"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS",40,2,0
"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS",38.59999847,2,0
"CEREALS RTE,KELLOGG'S MINI-WHEATS FRSTD STRAWBERRY DELIGHT",23.5,6,0
"CEREALS RTE,KELLOGG,MINI SWIRLZ PNUT BUTTER CRL",38,2.5,0
"CEREAL WAFER STRAWS,KELLOGG,COCOA KRISPIES CRL STRAWS",39,2,0
"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",23,3.5,0
"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",15,5,0
"CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY",18,5,0
"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL",19.79999924,4,0
"CEREALS RTE,KASHI GRANOLA,ORCHARD SPICE CRL",20,3,0
"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL",17,4,0
"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",22,3,0
"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",5,3,0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",28,5.3,0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY",27,5.4,0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY",38,7.5,0
"ACEROLA,(WEST INDIAN CHERRY),RAW",0,91.41,0
"ACEROLA JUICE,RAW",4.5,94.3,1.4
"APPLES,RAW,WITH SKIN",10.39000034,85.56,2.2
"APPLES,RAW,WITHOUT SKIN",10.10000038,86.67,0.6
"APPLES,RAW,WO/SKN,CKD,BLD",11.01000023,85.47,0.6
"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",11.60999966,84.63,0.7
"APPLES,CND,SWTND,SLICED,DRND,UNHTD",15,82.36,0.6
"APPLES,CND,SWTND,SLICED,DRND,HTD",14.84000015,82.28,0.6
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",81.12999725,3,4.3
"APPLES,DEHYD (LO MOIST),SULFURED,STWD",0,79.36,0
"APPLES,DRIED,SULFURED,UNCKD",57.18999863,31.76,3
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR",13.31999969,84.13,0.7
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",0,78.76,0
"APPLES,FRZ,UNSWTND,UNHTD",0,86.85,0
"APPLES,FRZ,UNSWTND,HTD",0,87.16,0
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",9.619999886,88.24,0
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",38.83000183,57,0
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",10.93000031,87.9,0
"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",9.390000343,88.22,0.5
"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",14.67000008,81.98,0.6
"APRICOTS,RAW",9.239999771,86.35,3.3
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS",4.789999962,92.36,2.2
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",0,93.43,0
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS",10.73999977,86.62,2.2
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",0,86.3,0
"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS",14.89000034,82.56,2.2
"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",19.87000084,77.56,2.2
"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",0,77.66,0
"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",0,74.33,0
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",0,7.5,0
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",0,63.6,0
"APRICOTS,DRIED,SULFURED,UNCKD",53.43999863,30.89,3.1
"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",19.56999969,75.56,1.1
"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",0,68.45,0
"APRICOTS,FROZEN,SWEETENED",0,73.3,0
"APRICOT NECTAR,CND,WO/ VIT C",13.78999996,84.87,1.2
"AVOCADOS,RAW,ALL COMM VAR",0.660000026,73.23,21
"AVOCADOS,RAW,CALIFORNIA",0.300000012,72.33,21
"AVOCADOS,RAW,FLORIDA",2.420000076,78.81,0
"BANANAS,RAW",12.22999954,74.91,0.5
"BANANAS,DEHYD,OR BANANA PDR",47.29999924,3,2
"BLACKBERRIES,RAW",4.880000114,88.15,19.8
"BLACKBERRY JUC,CND",7.699999809,90.9,15.2
"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",19.70000076,75.06,13.3
"BLACKBERRIES,FRZ,UNSWTND",10.67000008,82.21,19.8
"BLUEBERRIES,RAW",9.960000038,84.21,19.3
"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",20.45999908,76.78,6.4
"BLUEBERRIES,WILD,FRZ",0,85.8,0
"BLUEBERRIES,FRZ,UNSWTND",8.449999809,86.59,16.4
"BLUEBERRIES,FRZ,SWTND",19.71999931,77.4,17.7
"BOYSENBERRIES,CND,HVY SYRUP",0,76.26,0
"BOYSENBERRIES,FRZ,UNSWTND",6.889999866,85.9,7.8
"BREADFRUIT,RAW",11,70.65,0.5
"CARAMBOLA,(STARFRUIT),RAW",3.980000019,91.38,0
"CARISSA,(NATAL-PLUM),RAW",0,84.17,0
"CHERIMOYA,RAW",0,79.39,0
"CHERRIES,SOUR,RED,RAW",8.489999771,86.13,2.1
"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",7.599999905,89.93,1.4
"CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS",0,79.62,0
"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",22.17000008,75.66,1.4
"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0,69.73,0
"CHERRIES,SOUR,RED,FRZ,UNSWTND",9.020000458,87.2,1.5
"CHERRIES,SWEET,RAW",12.81999969,82.25,2.1
"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",10.26000023,87.05,1.4
"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",12.31000042,84.95,1.4
"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",15.78999996,81.56,1.4
"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",16.18000031,77.61,0.9
"CHERRIES,SWT,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0,72.66,0
"CHERRIES,SWT,FRZ,SWTND",20.26000023,75.53,2.1
"CRABAPPLES,RAW",0,78.94,0
"CRANBERRIES,RAW",4.039999962,87.13,5.1
"CRANBERRIES,DRIED,SWTND",65,16,3.8
"CRANBERRY SAU,CND,SWTND",37.90000153,60.65,1.4
"CRANBERRY-ORANGE RELISH,CND",0,53.2,0
"CURRANTS,EUROPEAN BLACK,RAW",0,81.96,0
"CURRANTS,RED&WHITE,RAW",7.369999886,83.95,11
"CURRANTS,ZANTE,DRIED",67.27999878,19.21,3.3
"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",0,71.5,0
"DATES,DEGLET NOOR",63.34999847,20.53,2.7
"ELDERBERRIES,RAW",0,79.8,0
"FIGS,RAW",16.26000023,79.11,4.7
"FIGS,CND,H2O PK,SOL&LIQUIDS",11.78999996,85.21,3.3
"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",16.14999962,81.26,4.2
"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",20.70000076,76.33,5.3
"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0,71.39,0
"FIGS,DRIED,UNCOOKED",47.91999817,30.05,15.6
"FIGS,DRIED,STEWED",23.35000038,69.8,6.7
"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",7.510000229,90.76,2.6
"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",10.85999966,87.44,2.6
"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",0,87.7,0
"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",13.93000031,84.37,2.6
"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",17.90999985,80.4,2.6
"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",0,76.43,0
"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",0,91.5,0
"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",0,86.15,0
"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",0,84.24,0
"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",18.11000061,80.26,2.6
"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",0,76.64,0
"GOOSEBERRIES,RAW",0,87.87,0
"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",0,80.1,0
"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",6.980000019,90.89,0
"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",6.889999866,88.06,0
"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",0,89.31,0
"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",0,91.56,0
"GRAPEFRUIT,RAW,WHITE,ALL AREAS",7.309999943,90.48,0
"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",0,89.58,0
"GRAPEFRUIT,RAW,WHITE,FLORIDA",0,90.76,0
"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",8.75,89.85,0
"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",8.800000191,89.67,0
"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",15.03999996,83.59,0
"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",8.859999657,90.1,0
"GRAPEFRUIT JUC,WHITE,CND,SWTND",11.02999973,87.38,0
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",34.15999985,62,0.1
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",9.630000114,89.3,0
"GRAPEFRUIT JUC,WHITE,RAW",9.100000381,90,0
"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",14.19999981,84.51,0.4
"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",16.25,81.3,14.6
